Freq.	V(a)-V(b)
1.11165494532568e+07	(-1.13526523877732e+01dB,-5.50357581817775e+00°)
1.11421757463513e+07	(-1.13073898613829e+01dB,-5.49824218091553e+00°)
1.11678611141525e+07	(-1.12620987848744e+01dB,-5.49294634040789e+00°)
1.11936056928415e+07	(-1.12167789958635e+01dB,-5.48768834931887e+00°)
1.12194096189136e+07	(-1.11714303308092e+01dB,-5.48246826128180e+00°)
1.12452730291787e+07	(-1.11260526250042e+01dB,-5.47728613090856e+00°)
1.12711960607619e+07	(-1.10806457125645e+01dB,-5.47214201379896e+00°)
1.12971788511047e+07	(-1.10352094264193e+01dB,-5.46703596655068e+00°)
1.13232215379651e+07	(-1.09897435983014e+01dB,-5.46196804676851e+00°)
1.13493242594189e+07	(-1.09442480587355e+01dB,-5.45693831307462e+00°)
1.13754871538601e+07	(-1.08987226370293e+01dB,-5.45194682511841e+00°)
1.14017103600019e+07	(-1.08531671612618e+01dB,-5.44699364358665e+00°)
1.14279940168769e+07	(-1.08075814582732e+01dB,-5.44207883021374e+00°)
1.14543382638386e+07	(-1.07619653536537e+01dB,-5.43720244779211e+00°)
1.14807432405616e+07	(-1.07163186717329e+01dB,-5.43236456018285e+00°)
1.15072090870423e+07	(-1.06706412355685e+01dB,-5.42756523232625e+00°)
1.15337359436001e+07	(-1.06249328669354e+01dB,-5.42280453025280e+00°)
1.15603239508777e+07	(-1.05791933863140e+01dB,-5.41808252109405e+00°)
1.15869732498422e+07	(-1.05334226128793e+01dB,-5.41339927309390e+00°)
1.16136839817853e+07	(-1.04876203644888e+01dB,-5.40875485561964e+00°)
1.16404562883248e+07	(-1.04417864576713e+01dB,-5.40414933917362e+00°)
1.16672903114048e+07	(-1.03959207076148e+01dB,-5.39958279540483e+00°)
1.16941861932965e+07	(-1.03500229281545e+01dB,-5.39505529712036e+00°)
1.17211440765994e+07	(-1.03040929317610e+01dB,-5.39056691829783e+00°)
1.17481641042413e+07	(-1.02581305295279e+01dB,-5.38611773409704e+00°)
1.17752464194798e+07	(-1.02121355311596e+01dB,-5.38170782087244e+00°)
1.18023911659026e+07	(-1.01661077449584e+01dB,-5.37733725618543e+00°)
1.18295984874286e+07	(-1.01200469778125e+01dB,-5.37300611881707e+00°)
1.18568685283080e+07	(-1.00739530351826e+01dB,-5.36871448878079e+00°)
1.18842014331241e+07	(-1.00278257210894e+01dB,-5.36446244733534e+00°)
1.19115973467932e+07	(-9.98166483810042e+00dB,-5.36025007699794e+00°)
1.19390564145656e+07	(-9.93547018731658e+00dB,-5.35607746155757e+00°)
1.19665787820267e+07	(-9.88924156835912e+00dB,-5.35194468608850e+00°)
1.19941645950972e+07	(-9.84297877935591e+00dB,-5.34785183696393e+00°)
1.20218140000344e+07	(-9.79668161692780e+00dB,-5.34379900186993e+00°)
1.20495271434327e+07	(-9.75034987617466e+00dB,-5.33978626981956e+00°)
1.20773041722245e+07	(-9.70398335066166e+00dB,-5.33581373116692e+00°)
1.21051452336806e+07	(-9.65758183240477e+00dB,-5.33188147762203e+00°)
1.21330504754118e+07	(-9.61114511185670e+00dB,-5.32798960226510e+00°)
1.21610200453688e+07	(-9.56467297789223e+00dB,-5.32413819956174e+00°)
1.21890540918435e+07	(-9.51816521779366e+00dB,-5.32032736537785e+00°)
1.22171527634696e+07	(-9.47162161723579e+00dB,-5.31655719699523e+00°)
1.22453162092235e+07	(-9.42504196027118e+00dB,-5.31282779312677e+00°)
1.22735445784249e+07	(-9.37842602931467e+00dB,-5.30913925393248e+00°)
1.23018380207379e+07	(-9.33177360512819e+00dB,-5.30549168103540e+00°)
1.23301966861714e+07	(-9.28508446680515e+00dB,-5.30188517753786e+00°)
1.23586207250804e+07	(-9.23835839175475e+00dB,-5.29831984803794e+00°)
1.23871102881662e+07	(-9.19159515568596e+00dB,-5.29479579864615e+00°)
1.24156655264776e+07	(-9.14479453259145e+00dB,-5.29131313700236e+00°)
1.24442865914117e+07	(-9.09795629473128e+00dB,-5.28787197229314e+00°)
1.24729736347145e+07	(-9.05108021261648e+00dB,-5.28447241526895e+00°)
1.25017268084819e+07	(-9.00416605499221e+00dB,-5.28111457826213e+00°)
1.25305462651603e+07	(-8.95721358882091e+00dB,-5.27779857520469e+00°)
1.25594321575476e+07	(-8.91022257926520e+00dB,-5.27452452164644e+00°)
1.25883846387940e+07	(-8.86319278967059e+00dB,-5.27129253477382e+00°)
1.26174038624026e+07	(-8.81612398154790e+00dB,-5.26810273342841e+00°)
1.26464899822305e+07	(-8.76901591455561e+00dB,-5.26495523812590e+00°)
1.26756431524893e+07	(-8.72186834648179e+00dB,-5.26185017107570e+00°)
1.27048635277463e+07	(-8.67468103322597e+00dB,-5.25878765620042e+00°)
1.27341512629249e+07	(-8.62745372878084e+00dB,-5.25576781915573e+00°)
1.27635065133060e+07	(-8.58018618521345e+00dB,-5.25279078735056e+00°)
1.27929294345280e+07	(-8.53287815264653e+00dB,-5.24985668996775e+00°)
1.28224201825883e+07	(-8.48552937923937e+00dB,-5.24696565798482e+00°)
1.28519789138440e+07	(-8.43813961116829e+00dB,-5.24411782419502e+00°)
1.28816057850126e+07	(-8.39070859260750e+00dB,-5.24131332322881e+00°)
1.29113009531727e+07	(-8.34323606570882e+00dB,-5.23855229157572e+00°)
1.29410645757652e+07	(-8.29572177058202e+00dB,-5.23583486760638e+00°)
1.29708968105938e+07	(-8.24816544527435e+00dB,-5.23316119159508e+00°)
1.30007978158261e+07	(-8.20056682574991e+00dB,-5.23053140574226e+00°)
1.30307677499942e+07	(-8.15292564586900e+00dB,-5.22794565419808e+00°)
1.30608067719957e+07	(-8.10524163736698e+00dB,-5.22540408308557e+00°)
1.30909150410946e+07	(-8.05751452983294e+00dB,-5.22290684052457e+00°)
1.31210927169219e+07	(-8.00974405068799e+00dB,-5.22045407665606e+00°)
1.31513399594766e+07	(-7.96192992516363e+00dB,-5.21804594366658e+00°)
1.31816569291266e+07	(-7.91407187627925e+00dB,-5.21568259581339e+00°)
1.32120437866094e+07	(-7.86616962481996e+00dB,-5.21336418944959e+00°)
1.32425006930332e+07	(-7.81822288931375e+00dB,-5.21109088305007e+00°)
1.32730278098774e+07	(-7.77023138600851e+00dB,-5.20886283723771e+00°)
1.33036252989937e+07	(-7.72219482884858e+00dB,-5.20668021480961e+00°)
1.33342933226071e+07	(-7.67411292945136e+00dB,-5.20454318076453e+00°)
1.33650320433163e+07	(-7.62598539708316e+00dB,-5.20245190232991e+00°)
1.33958416240949e+07	(-7.57781193863514e+00dB,-5.20040654898989e+00°)
1.34267222282922e+07	(-7.52959225859867e+00dB,-5.19840729251352e+00°)
1.34576740196343e+07	(-7.48132605904050e+00dB,-5.19645430698362e+00°)
1.34886971622243e+07	(-7.43301303957750e+00dB,-5.19454776882567e+00°)
1.35197918205439e+07	(-7.38465289735130e+00dB,-5.19268785683778e+00°)
1.35509581594539e+07	(-7.33624532700233e+00dB,-5.19087475222055e+00°)
1.35821963441951e+07	(-7.28779002064353e+00dB,-5.18910863860779e+00°)
1.36135065403892e+07	(-7.23928666783399e+00dB,-5.18738970209758e+00°)
1.36448889140399e+07	(-7.19073495555200e+00dB,-5.18571813128380e+00°)
1.36763436315332e+07	(-7.14213456816775e+00dB,-5.18409411728833e+00°)
1.37078708596391e+07	(-7.09348518741575e+00dB,-5.18251785379352e+00°)
1.37394707655117e+07	(-7.04478649236695e+00dB,-5.18098953707552e+00°)
1.37711435166905e+07	(-6.99603815940023e+00dB,-5.17950936603774e+00°)
1.38028892811014e+07	(-6.94723986217376e+00dB,-5.17807754224514e+00°)
1.38347082270572e+07	(-6.89839127159589e+00dB,-5.17669426995916e+00°)
1.38666005232589e+07	(-6.84949205579564e+00dB,-5.17535975617284e+00°)
1.38985663387961e+07	(-6.80054188009276e+00dB,-5.17407421064690e+00°)
1.39306058431485e+07	(-6.75154040696746e+00dB,-5.17283784594627e+00°)
1.39627192061864e+07	(-6.70248729602973e+00dB,-5.17165087747714e+00°)
1.39949065981715e+07	(-6.65338220398803e+00dB,-5.17051352352457e+00°)
1.40271681897582e+07	(-6.60422478461793e+00dB,-5.16942600529126e+00°)
1.40595041519944e+07	(-6.55501468873002e+00dB,-5.16838854693613e+00°)
1.40919146563219e+07	(-6.50575156413744e+00dB,-5.16740137561412e+00°)
1.41243998745782e+07	(-6.45643505562312e+00dB,-5.16646472151656e+00°)
1.41569599789966e+07	(-6.40706480490630e+00dB,-5.16557881791209e+00°)
1.41895951422074e+07	(-6.35764045060888e+00dB,-5.16474390118831e+00°)
1.42223055372392e+07	(-6.30816162822098e+00dB,-5.16396021089427e+00°)
1.42550913375192e+07	(-6.25862797006643e+00dB,-5.16322798978344e+00°)
1.42879527168744e+07	(-6.20903910526731e+00dB,-5.16254748385751e+00°)
1.43208898495326e+07	(-6.15939465970840e+00dB,-5.16191894241122e+00°)
1.43539029101231e+07	(-6.10969425600090e+00dB,-5.16134261807725e+00°)
1.43869920736780e+07	(-6.05993751344568e+00dB,-5.16081876687272e+00°)
1.44201575156327e+07	(-6.01012404799606e+00dB,-5.16034764824587e+00°)
1.44533994118270e+07	(-5.96025347222007e+00dB,-5.15992952512378e+00°)
1.44867179385063e+07	(-5.91032539526211e+00dB,-5.15956466396092e+00°)
1.45201132723219e+07	(-5.86033942280407e+00dB,-5.15925333478849e+00°)
1.45535855903327e+07	(-5.81029515702594e+00dB,-5.15899581126455e+00°)
1.45871350700055e+07	(-5.76019219656585e+00dB,-5.15879237072528e+00°)
1.46207618892163e+07	(-5.71003013647957e+00dB,-5.15864329423675e+00°)
1.46544662262512e+07	(-5.65980856819932e+00dB,-5.15854886664787e+00°)
1.46882482598073e+07	(-5.60952707949204e+00dB,-5.15850937664428e+00°)
1.47221081689934e+07	(-5.55918525441707e+00dB,-5.15852511680291e+00°)
1.47560461333316e+07	(-5.50878267328330e+00dB,-5.15859638364787e+00°)
1.47900623327574e+07	(-5.45831891260551e+00dB,-5.15872347770700e+00°)
1.48241569476213e+07	(-5.40779354506014e+00dB,-5.15890670356966e+00°)
1.48583301586898e+07	(-5.35720613944061e+00dB,-5.15914636994544e+00°)
1.48925821471456e+07	(-5.30655626061160e+00dB,-5.15944278972388e+00°)
1.49269130945894e+07	(-5.25584346946305e+00dB,-5.15979628003532e+00°)
1.49613231830406e+07	(-5.20506732286321e+00dB,-5.16020716231285e+00°)
1.49958125949379e+07	(-5.15422737361113e+00dB,-5.16067576235538e+00°)
1.50303815131408e+07	(-5.10332317038837e+00dB,-5.16120241039171e+00°)
1.50650301209302e+07	(-5.05235425771006e+00dB,-5.16178744114594e+00°)
1.50997586020097e+07	(-5.00132017587510e+00dB,-5.16243119390399e+00°)
1.51345671405061e+07	(-4.95022046091593e+00dB,-5.16313401258131e+00°)
1.51694559209710e+07	(-4.89905464454700e+00dB,-5.16389624579184e+00°)
1.52044251283810e+07	(-4.84782225411306e+00dB,-5.16471824691817e+00°)
1.52394749481395e+07	(-4.79652281253626e+00dB,-5.16560037418324e+00°)
1.52746055660772e+07	(-4.74515583826257e+00dB,-5.16654299072301e+00°)
1.53098171684530e+07	(-4.69372084520753e+00dB,-5.16754646466064e+00°)
1.53451099419554e+07	(-4.64221734270083e+00dB,-5.16861116918206e+00°)
1.53804840737031e+07	(-4.59064483543038e+00dB,-5.16973748261294e+00°)
1.54159397512464e+07	(-4.53900282338541e+00dB,-5.17092578849716e+00°)
1.54514771625675e+07	(-4.48729080179861e+00dB,-5.17217647567639e+00°)
1.54870964960825e+07	(-4.43550826108741e+00dB,-5.17348993837172e+00°)
1.55227979406414e+07	(-4.38365468679451e+00dB,-5.17486657626636e+00°)
1.55585816855297e+07	(-4.33172955952723e+00dB,-5.17630679459012e+00°)
1.55944479204693e+07	(-4.27973235489606e+00dB,-5.17781100420548e+00°)
1.56303968356194e+07	(-4.22766254345233e+00dB,-5.17937962169518e+00°)
1.56664286215775e+07	(-4.17551959062462e+00dB,-5.18101306945161e+00°)
1.57025434693807e+07	(-4.12330295665460e+00dB,-5.18271177576783e+00°)
1.57387415705062e+07	(-4.07101209653133e+00dB,-5.18447617493032e+00°)
1.57750231168727e+07	(-4.01864645992497e+00dB,-5.18630670731359e+00°)
1.58113883008415e+07	(-3.96620549111927e+00dB,-5.18820381947659e+00°)
1.58478373152170e+07	(-3.91368862894290e+00dB,-5.19016796426074e+00°)
1.58843703532484e+07	(-3.86109530669982e+00dB,-5.19219960089050e+00°)
1.59209876086302e+07	(-3.80842495209841e+00dB,-5.19429919507501e+00°)
1.59576892755034e+07	(-3.75567698717961e+00dB,-5.19646721911252e+00°)
1.59944755484566e+07	(-3.70285082824374e+00dB,-5.19870415199640e+00°)
1.60313466225269e+07	(-3.64994588577625e+00dB,-5.20101047952326e+00°)
1.60683026932012e+07	(-3.59696156437221e+00dB,-5.20338669440354e+00°)
1.61053439564167e+07	(-3.54389726265961e+00dB,-5.20583329637378e+00°)
1.61424706085627e+07	(-3.49075237322132e+00dB,-5.20835079231158e+00°)
1.61796828464810e+07	(-3.43752628251589e+00dB,-5.21093969635254e+00°)
1.62169808674670e+07	(-3.38421837079693e+00dB,-5.21360053000972e+00°)
1.62543648692713e+07	(-3.33082801203130e+00dB,-5.21633382229532e+00°)
1.62918350501000e+07	(-3.27735457381574e+00dB,-5.21914010984495e+00°)
1.63293916086163e+07	(-3.22379741729234e+00dB,-5.22201993704442e+00°)
1.63670347439415e+07	(-3.17015589706248e+00dB,-5.22497385615900e+00°)
1.64047646556555e+07	(-3.11642936109923e+00dB,-5.22800242746517e+00°)
1.64425815437987e+07	(-3.06261715065859e+00dB,-5.23110621938554e+00°)
1.64804856088724e+07	(-3.00871860018890e+00dB,-5.23428580862588e+00°)
1.65184770518403e+07	(-2.95473303723887e+00dB,-5.23754178031560e+00°)
1.65565560741291e+07	(-2.90065978236408e+00dB,-5.24087472815048e+00°)
1.65947228776301e+07	(-2.84649814903188e+00dB,-5.24428525453893e+00°)
1.66329776646998e+07	(-2.79224744352456e+00dB,-5.24777397075090e+00°)
1.66713206381613e+07	(-2.73790696484095e+00dB,-5.25134149707005e+00°)
1.67097520013052e+07	(-2.68347600459640e+00dB,-5.25498846294903e+00°)
1.67482719578909e+07	(-2.62895384692090e+00dB,-5.25871550716800e+00°)
1.67868807121473e+07	(-2.57433976835544e+00dB,-5.26252327799665e+00°)
1.68255784687741e+07	(-2.51963303774673e+00dB,-5.26641243335927e+00°)
1.68643654329430e+07	(-2.46483291613989e+00dB,-5.27038364100374e+00°)
1.69032418102986e+07	(-2.40993865666937e+00dB,-5.27443757867375e+00°)
1.69422078069596e+07	(-2.35494950444803e+00dB,-5.27857493428493e+00°)
1.69812636295199e+07	(-2.29986469645403e+00dB,-5.28279640610468e+00°)
1.70204094850496e+07	(-2.24468346141594e+00dB,-5.28710270293556e+00°)
1.70596455810959e+07	(-2.18940501969583e+00dB,-5.29149454430341e+00°)
1.70989721256850e+07	(-2.13402858317000e+00dB,-5.29597266064842e+00°)
1.71383893273220e+07	(-2.07855335510797e+00dB,-5.30053779352136e+00°)
1.71778973949932e+07	(-2.02297853004897e+00dB,-5.30519069578354e+00°)
1.72174965381664e+07	(-1.96730329367641e+00dB,-5.30993213181118e+00°)
1.72571869667923e+07	(-1.91152682269005e+00dB,-5.31476287770435e+00°)
1.72969688913056e+07	(-1.85564828467572e+00dB,-5.31968372150059e+00°)
1.73368425226261e+07	(-1.79966683797293e+00dB,-5.32469546339296e+00°)
1.73768080721598e+07	(-1.74358163153975e+00dB,-5.32979891595331e+00°)
1.74168657518001e+07	(-1.68739180481551e+00dB,-5.33499490436008e+00°)
1.74570157739288e+07	(-1.63109648758086e+00dB,-5.34028426663150e+00°)
1.74972583514174e+07	(-1.57469479981513e+00dB,-5.34566785386405e+00°)
1.75375936976279e+07	(-1.51818585155125e+00dB,-5.35114653047583e+00°)
1.75780220264144e+07	(-1.46156874272788e+00dB,-5.35672117445606e+00°)
1.76185435521238e+07	(-1.40484256303878e+00dB,-5.36239267761971e+00°)
1.76591584895973e+07	(-1.34800639177934e+00dB,-5.36816194586808e+00°)
1.76998670541712e+07	(-1.29105929769037e+00dB,-5.37402989945562e+00°)
1.77406694616783e+07	(-1.23400033879874e+00dB,-5.37999747326226e+00°)
1.77815659284487e+07	(-1.17682856225513e+00dB,-5.38606561707259e+00°)
1.78225566713117e+07	(-1.11954300416871e+00dB,-5.39223529586106e+00°)
1.78636419075959e+07	(-1.06214268943859e+00dB,-5.39850749008415e+00°)
1.79048218551313e+07	(-1.00462663158218e+00dB,-5.40488319597891e+00°)
1.79460967322497e+07	(-9.46993832559990e-01dB,-5.41136342586882e+00°)
1.79874667577866e+07	(-8.89243282597440e-01dB,-5.41794920847677e+00°)
1.80289321510816e+07	(-8.31373960002882e-01dB,-5.42464158924524e+00°)
1.80704931319801e+07	(-7.73384830982232e-01dB,-5.43144163066407e+00°)
1.81121499208344e+07	(-7.15274849450012e-01dB,-5.43835041260626e+00°)
1.81539027385045e+07	(-6.57042956836643e-01dB,-5.44536903267126e+00°)
1.81957518063598e+07	(-5.98688081891921e-01dB,-5.45249860653710e+00°)
1.82376973462798e+07	(-5.40209140484726e-01dB,-5.45974026832038e+00°)
1.82797395806557e+07	(-4.81605035398676e-01dB,-5.46709517094539e+00°)
1.83218787323911e+07	(-4.22874656123724e-01dB,-5.47456448652168e+00°)
1.83641150249037e+07	(-3.64016878643653e-01dB,-5.48214940673139e+00°)
1.84064486821260e+07	(-3.05030565219239e-01dB,-5.48985114322544e+00°)
1.84488799285070e+07	(-2.45914564167100e-01dB,-5.49767092802976e+00°)
1.84914089890127e+07	(-1.86667709634112e-01dB,-5.50561001396153e+00°)
1.85340360891282e+07	(-1.27288821367161e-01dB,-5.51366967505534e+00°)
1.85767614548581e+07	(-6.77767044782676e-02dB,-5.52185120700035e+00°)
1.86195853127279e+07	(-8.13014920497553e-03dB,-5.53015592758805e+00°)
1.86625078897855e+07	(5.16520693344152e-02dB,-5.53858517717123e+00°)
1.87055294136021e+07	(1.11571191390302e-01dB,-5.54714031913454e+00°)
1.87486501122736e+07	(1.71628472836689e-01dB,-5.55582274037695e+00°)
1.87918702144216e+07	(2.31825185431259e-01dB,-5.56463385180614e+00°)
1.88351899491949e+07	(2.92162617080892e-01dB,-5.57357508884579e+00°)
1.88786095462702e+07	(3.52642072112719e-01dB,-5.58264791195566e+00°)
1.89221292358541e+07	(4.13264871550968e-01dB,-5.59185380716482e+00°)
1.89657492486835e+07	(4.74032353399480e-01dB,-5.60119428661894e+00°)
1.90094698160275e+07	(5.34945872930428e-01dB,-5.61067088914149e+00°)
1.90532911696881e+07	(5.96006802978957e-01dB,-5.62028518080943e+00°)
1.90972135420017e+07	(6.57216534244362e-01dB,-5.63003875554415e+00°)
1.91412371658405e+07	(7.18576475597503e-01dB,-5.63993323571772e+00°)
1.91853622746133e+07	(7.80088054395022e-01dB,-5.64997027277493e+00°)
1.92295891022671e+07	(8.41752716800262e-01dB,-5.66015154787213e+00°)
1.92739178832880e+07	(9.03571928111141e-01dB,-5.67047877253260e+00°)
1.93183488527029e+07	(9.65547173095353e-01dB,-5.68095368931968e+00°)
1.93628822460802e+07	(1.02767995633268e+00dB,-5.69157807252766e+00°)
1.94075182995318e+07	(1.08997180256503e+00dB,-5.70235372889127e+00°)
1.94522572497134e+07	(1.15242425705416e+00dB,-5.71328249831470e+00°)
1.94970993338266e+07	(1.21503888594724e+00dB,-5.72436625461964e+00°)
1.95420447896195e+07	(1.27781727665080e+00dB,-5.73560690631443e+00°)
1.95870938553885e+07	(1.34076103821280e+00dB,-5.74700639738373e+00°)
1.96322467699794e+07	(1.40387180171346e+00dB,-5.75856670810008e+00°)
1.96775037727882e+07	(1.46715122066494e+00dB,-5.77028985585794e+00°)
1.97228651037633e+07	(1.53060097141993e+00dB,-5.78217789603068e+00°)
1.97683310034058e+07	(1.59422275358976e+00dB,-5.79423292285137e+00°)
1.98139017127713e+07	(1.65801829047192e+00dB,-5.80645707031871e+00°)
1.98595774734714e+07	(1.72198932948754e+00dB,-5.81885251312768e+00°)
1.99053585276742e+07	(1.78613764262889e+00dB,-5.83142146762704e+00°)
1.99512451181065e+07	(1.85046502691731e+00dB,-5.84416619280382e+00°)
1.99972374880542e+07	(1.91497330487185e+00dB,-5.85708899129573e+00°)
2.00433358813645e+07	(1.97966432498888e+00dB,-5.87019221043279e+00°)
2.00895405424463e+07	(2.04453996223281e+00dB,-5.88347824330878e+00°)
2.01358517162723e+07	(2.10960211853880e+00dB,-5.89694952988380e+00°)
2.01822696483796e+07	(2.17485272332699e+00dB,-5.91060855811860e+00°)
2.02287945848715e+07	(2.24029373402927e+00dB,-5.92445786514232e+00°)
2.02754267724185e+07	(2.30592713662862e+00dB,-5.93850003845450e+00°)
2.03221664582600e+07	(2.37175494621135e+00dB,-5.95273771716193e+00°)
2.03690138902050e+07	(2.43777920753281e+00dB,-5.96717359325297e+00°)
2.04159693166339e+07	(2.50400199559683e+00dB,-5.98181041290931e+00°)
2.04630329864999e+07	(2.57042541624929e+00dB,-5.99665097785690e+00°)
2.05102051493297e+07	(2.63705160678627e+00dB,-6.01169814675781e+00°)
2.05574860552254e+07	(2.70388273657718e+00dB,-6.02695483664383e+00°)
2.06048759548658e+07	(2.77092100770338e+00dB,-6.04242402439373e+00°)
2.06523750995074e+07	(2.83816865561270e+00dB,-6.05810874825574e+00°)
2.06999837409858e+07	(2.90562794979024e+00dB,-6.07401210941621e+00°)
2.07477021317175e+07	(2.97330119444612e+00dB,-6.09013727361735e+00°)
2.07955305247004e+07	(3.04119072922064e+00dB,-6.10648747282440e+00°)
2.08434691735161e+07	(3.10929892990728e+00dB,-6.12306600694512e+00°)
2.08915183323304e+07	(3.17762820919413e+00dB,-6.13987624560287e+00°)
2.09396782558952e+07	(3.24618101742438e+00dB,-6.15692162996573e+00°)
2.09879491995497e+07	(3.31495984337638e+00dB,-6.17420567463317e+00°)
2.10363314192215e+07	(3.38396721506396e+00dB,-6.19173196958275e+00°)
2.10848251714284e+07	(3.45320570055747e+00dB,-6.20950418217937e+00°)
2.11334307132794e+07	(3.52267790882636e+00dB,-6.22752605924844e+00°)
2.11821483024763e+07	(3.59238649060398e+00dB,-6.24580142921663e+00°)
2.12309781973149e+07	(3.66233413927510e+00dB,-6.26433420432160e+00°)
2.12799206566864e+07	(3.73252359178706e+00dB,-6.28312838289428e+00°)
2.13289759400789e+07	(3.80295762958531e+00dB,-6.30218805171583e+00°)
2.13781443075786e+07	(3.87363907957394e+00dB,-6.32151738845228e+00°)
2.14274260198713e+07	(3.94457081510213e+00dB,-6.34112066417024e+00°)
2.14768213382436e+07	(4.01575575697755e+00dB,-6.36100224593619e+00°)
2.15263305245848e+07	(4.08719687450705e+00dB,-6.38116659950321e+00°)
2.15759538413875e+07	(4.15889718656612e+00dB,-6.40161829208814e+00°)
2.16256915517497e+07	(4.23085976269769e+00dB,-6.42236199524314e+00°)
2.16755439193757e+07	(4.30308772424140e+00dB,-6.44340248782485e+00°)
2.17255112085778e+07	(4.37558424549430e+00dB,-6.46474465906581e+00°)
2.17755936842777e+07	(4.44835255490397e+00dB,-6.48639351175148e+00°)
2.18257916120076e+07	(4.52139593629535e+00dB,-6.50835416550747e+00°)
2.18761052579119e+07	(4.59471773013212e+00dB,-6.53063186020180e+00°)
2.19265348887485e+07	(4.66832133481409e+00dB,-6.55323195946611e+00°)
2.19770807718905e+07	(4.74221020801156e+00dB,-6.57615995434140e+00°)
2.20277431753269e+07	(4.81638786803816e+00dB,-6.59942146705295e+00°)
2.20785223676649e+07	(4.89085789526336e+00dB,-6.62302225492050e+00°)
2.21294186181306e+07	(4.96562393356602e+00dB,-6.64696821440814e+00°)
2.21804321965709e+07	(5.04068969183042e+00dB,-6.67126538532112e+00°)
2.22315633734547e+07	(5.11605894548630e+00dB,-6.69591995515501e+00°)
2.22828124198744e+07	(5.19173553809449e+00dB,-6.72093826360362e+00°)
2.23341796075474e+07	(5.26772338297955e+00dB,-6.74632680723314e+00°)
2.23856652088174e+07	(5.34402646491125e+00dB,-6.77209224432889e+00°)
2.24372694966558e+07	(5.42064884183684e+00dB,-6.79824139992275e+00°)
2.24889927446636e+07	(5.49759464666531e+00dB,-6.82478127100874e+00°)
2.25408352270722e+07	(5.57486808910623e+00dB,-6.85171903195528e+00°)
2.25927972187453e+07	(5.65247345756477e+00dB,-6.87906204012273e+00°)
2.26448789951802e+07	(5.73041512109497e+00dB,-6.90681784169504e+00°)
2.26970808325094e+07	(5.80869753141347e+00dB,-6.93499417773585e+00°)
2.27494030075016e+07	(5.88732522497600e+00dB,-6.96359899047798e+00°)
2.28018457975640e+07	(5.96630282511888e+00dB,-6.99264042985811e+00°)
2.28544094807429e+07	(6.04563504426785e+00dB,-7.02212686030667e+00°)
2.29070943357259e+07	(6.12532668621706e+00dB,-7.05206686780577e+00°)
2.29599006418426e+07	(6.20538264848065e+00dB,-7.08246926722630e+00°)
2.30128286790670e+07	(6.28580792471971e+00dB,-7.11334310995841e+00°)
2.30658787280182e+07	(6.36660760724753e+00dB,-7.14469769184803e+00°)
2.31190510699622e+07	(6.44778688961622e+00dB,-7.17654256145459e+00°)
2.31723459868136e+07	(6.52935106928780e+00dB,-7.20888752864445e+00°)
2.32257637611366e+07	(6.61130555039305e+00dB,-7.24174267353706e+00°)
2.32793046761471e+07	(6.69365584658145e+00dB,-7.27511835581922e+00°)
2.33329690157136e+07	(6.77640758396607e+00dB,-7.30902522444703e+00°)
2.33867570643591e+07	(6.85956650416698e+00dB,-7.34347422775297e+00°)
2.34406691072624e+07	(6.94313846745717e+00dB,-7.37847662397867e+00°)
2.34947054302599e+07	(7.02712945601498e+00dB,-7.41404399225380e+00°)
2.35488663198468e+07	(7.11154557728764e+00dB,-7.45018824404416e+00°)
2.36031520631787e+07	(7.19639306747008e+00dB,-7.48692163509130e+00°)
2.36575629480732e+07	(7.28167829510398e+00dB,-7.52425677786945e+00°)
2.37120992630114e+07	(7.36740776480196e+00dB,-7.56220665458469e+00°)
2.37667612971394e+07	(7.45358812110194e+00dB,-7.60078463074576e+00°)
2.38215493402699e+07	(7.54022615245728e+00dB,-7.64000446933441e+00°)
2.38764636828837e+07	(7.62732879536839e+00dB,-7.67988034560693e+00°)
2.39315046161310e+07	(7.71490313866157e+00dB,-7.72042686255988e+00°)
2.39866724318336e+07	(7.80295642792156e+00dB,-7.76165906709467e+00°)
2.40419674224856e+07	(7.89149607008424e+00dB,-7.80359246691807e+00°)
2.40973898812555e+07	(7.98052963819646e+00dB,-7.84624304821813e+00°)
2.41529401019878e+07	(8.07006487635008e+00dB,-7.88962729415650e+00°)
2.42086183792041e+07	(8.16010970479794e+00dB,-7.93376220422199e+00°)
2.42644250081052e+07	(8.25067222525971e+00dB,-7.97866531449220e+00°)
2.43203602845722e+07	(8.34176072642584e+00dB,-8.02435471885272e+00°)
2.43764245051684e+07	(8.43338368966872e+00dB,-8.07084909122723e+00°)
2.44326179671408e+07	(8.52554979496985e+00dB,-8.11816770887489e+00°)
2.44889409684214e+07	(8.61826792707313e+00dB,-8.16633047681488e+00°)
2.45453938076292e+07	(8.71154718187431e+00dB,-8.21535795344212e+00°)
2.46019767840716e+07	(8.80539687305739e+00dB,-8.26527137740186e+00°)
2.46586901977459e+07	(8.89982653898908e+00dB,-8.31609269579579e+00°)
2.47155343493409e+07	(8.99484594988366e+00dB,-8.36784459379736e+00°)
2.47725095402386e+07	(9.09046511525026e+00dB,-8.42055052575748e+00°)
2.48296160725159e+07	(9.18669429163620e+00dB,-8.47423474789000e+00°)
2.48868542489459e+07	(9.28354399067987e+00dB,-8.52892235262950e+00°)
2.49442243729997e+07	(9.38102498748814e+00dB,-8.58463930476266e+00°)
