Record Length,Analog:700
Sample Interval,CH1:0.0000000010000
Vertical Units,CH1:V,,,
Vertical Scale,CH1:1.02,,,
Vertical Offset,CH1:-7.14000,,,
Horizontal Units,us,,,
Horizontal Scale,0.0500000000,,,
Model Number,SDS1202X-E,,,
Serial Number,SDS1EEFX6R4804,,,
Software Version,1.3.26,,,
Source,CH1
Second,Volt
 0.00000000000,4.52880
 0.00000000100,4.52880
 0.00000000200,4.52880
 0.00000000300,4.52880
 0.00000000400,4.48800
 0.00000000500,4.52880
 0.00000000600,4.52880
 0.00000000700,4.52880
 0.00000000800,4.52880
 0.00000000900,4.52880
 0.00000001000,4.52880
 0.00000001100,4.52880
 0.00000001200,4.52880
 0.00000001300,4.48800
 0.00000001400,4.52880
 0.00000001500,4.52880
 0.00000001600,4.52880
 0.00000001700,4.52880
 0.00000001800,4.52880
 0.00000001900,4.52880
 0.00000002000,4.52880
 0.00000002100,4.52880
 0.00000002200,4.48800
 0.00000002300,4.52880
 0.00000002400,4.52880
 0.00000002500,4.52880
 0.00000002600,4.52880
 0.00000002700,4.52880
 0.00000002800,4.52880
 0.00000002900,4.52880
 0.00000003000,4.52880
 0.00000003100,4.52880
 0.00000003200,4.52880
 0.00000003300,4.52880
 0.00000003400,4.52880
 0.00000003500,4.52880
 0.00000003600,4.52880
 0.00000003700,4.52880
 0.00000003800,4.52880
 0.00000003900,4.52880
 0.00000004000,4.52880
 0.00000004100,4.52880
 0.00000004200,4.52880
 0.00000004300,4.52880
 0.00000004400,4.52880
 0.00000004500,4.52880
 0.00000004600,4.52880
 0.00000004700,4.52880
 0.00000004800,4.52880
 0.00000004900,4.52880
 0.00000005000,4.52880
 0.00000005100,4.52880
 0.00000005200,4.52880
 0.00000005300,4.52880
 0.00000005400,4.52880
 0.00000005500,4.52880
 0.00000005600,4.48800
 0.00000005700,4.52880
 0.00000005800,4.52880
 0.00000005900,4.52880
 0.00000006000,4.52880
 0.00000006100,4.52880
 0.00000006200,4.52880
 0.00000006300,4.52880
 0.00000006400,4.52880
 0.00000006500,4.48800
 0.00000006600,4.52880
 0.00000006700,4.48800
 0.00000006800,4.52880
 0.00000006900,4.56960
 0.00000007000,4.52880
 0.00000007100,4.52880
 0.00000007200,4.52880
 0.00000007300,4.52880
 0.00000007400,4.48800
 0.00000007500,4.52880
 0.00000007600,4.48800
 0.00000007700,4.52880
 0.00000007800,4.52880
 0.00000007900,4.56960
 0.00000008000,4.56960
 0.00000008100,4.52880
 0.00000008200,4.52880
 0.00000008300,4.52880
 0.00000008400,4.52880
 0.00000008500,4.48800
 0.00000008600,4.52880
 0.00000008700,4.52880
 0.00000008800,4.52880
 0.00000008900,4.52880
 0.00000009000,4.52880
 0.00000009100,4.52880
 0.00000009200,4.52880
 0.00000009300,4.52880
 0.00000009400,4.48800
 0.00000009500,4.52880
 0.00000009600,4.52880
 0.00000009700,4.52880
 0.00000009800,4.52880
 0.00000009900,4.52880
 0.00000010000,4.52880
 0.00000010100,4.52880
 0.00000010200,4.52880
 0.00000010300,4.52880
 0.00000010400,4.48800
 0.00000010500,4.52880
 0.00000010600,4.52880
 0.00000010700,4.48800
 0.00000010800,4.48800
 0.00000010900,4.52880
 0.00000011000,4.52880
 0.00000011100,4.52880
 0.00000011200,4.52880
 0.00000011300,4.48800
 0.00000011400,4.52880
 0.00000011500,4.52880
 0.00000011600,4.44720
 0.00000011700,4.52880
 0.00000011800,4.48800
 0.00000011900,4.48800
 0.00000012000,4.48800
 0.00000012100,4.48800
 0.00000012200,4.48800
 0.00000012300,4.52880
 0.00000012400,4.52880
 0.00000012500,4.48800
 0.00000012600,4.52880
 0.00000012700,4.52880
 0.00000012800,4.48800
 0.00000012900,4.48800
 0.00000013000,4.52880
 0.00000013100,4.52880
 0.00000013200,4.44720
 0.00000013300,4.52880
 0.00000013400,4.52880
 0.00000013500,4.61040
 0.00000013600,4.73280
 0.00000013700,4.89600
 0.00000013800,5.05920
 0.00000013900,5.26320
 0.00000014000,5.46720
 0.00000014100,5.67120
 0.00000014200,5.91600
 0.00000014300,6.12000
 0.00000014400,6.36480
 0.00000014500,6.52800
 0.00000014600,6.73200
 0.00000014700,6.97680
 0.00000014800,7.14000
 0.00000014900,7.34400
 0.00000015000,7.54800
 0.00000015100,7.75200
 0.00000015200,7.99680
 0.00000015300,8.16000
 0.00000015400,8.32320
 0.00000015500,8.36400
 0.00000015600,8.48640
 0.00000015700,8.52720
 0.00000015800,8.52720
 0.00000015900,8.52720
 0.00000016000,8.48640
 0.00000016100,8.44560
 0.00000016200,8.44560
 0.00000016300,8.40480
 0.00000016400,8.36400
 0.00000016500,8.40480
 0.00000016600,8.36400
 0.00000016700,8.36400
 0.00000016800,8.36400
 0.00000016900,8.32320
 0.00000017000,8.32320
 0.00000017100,8.32320
 0.00000017200,8.32320
 0.00000017300,8.24160
 0.00000017400,8.32320
 0.00000017500,8.32320
 0.00000017600,8.28240
 0.00000017700,8.32320
 0.00000017800,8.32320
 0.00000017900,8.32320
 0.00000018000,8.32320
 0.00000018100,8.32320
 0.00000018200,8.32320
 0.00000018300,8.32320
 0.00000018400,8.36400
 0.00000018500,8.32320
 0.00000018600,8.40480
 0.00000018700,8.36400
 0.00000018800,8.40480
 0.00000018900,8.40480
 0.00000019000,8.40480
 0.00000019100,8.40480
 0.00000019200,8.40480
 0.00000019300,8.40480
 0.00000019400,8.36400
 0.00000019500,8.40480
 0.00000019600,8.40480
 0.00000019700,8.40480
 0.00000019800,8.40480
 0.00000019900,8.40480
 0.00000020000,8.40480
 0.00000020100,8.40480
 0.00000020200,8.40480
 0.00000020300,8.40480
 0.00000020400,8.40480
 0.00000020500,8.40480
 0.00000020600,8.44560
 0.00000020700,8.44560
 0.00000020800,8.44560
 0.00000020900,8.44560
 0.00000021000,8.44560
 0.00000021100,8.44560
 0.00000021200,8.44560
 0.00000021300,8.44560
 0.00000021400,8.44560
 0.00000021500,8.44560
 0.00000021600,8.44560
 0.00000021700,8.48640
 0.00000021800,8.48640
 0.00000021900,8.48640
 0.00000022000,8.56800
 0.00000022100,8.60880
 0.00000022200,8.60880
 0.00000022300,8.64960
 0.00000022400,8.69040
 0.00000022500,8.73120
 0.00000022600,8.73120
 0.00000022700,8.77200
 0.00000022800,8.77200
 0.00000022900,8.85360
 0.00000023000,8.89440
 0.00000023100,8.93520
 0.00000023200,8.97600
 0.00000023300,9.01680
 0.00000023400,9.05760
 0.00000023500,9.09840
 0.00000023600,9.18000
 0.00000023700,9.18000
 0.00000023800,9.22080
 0.00000023900,9.26160
 0.00000024000,9.26160
 0.00000024100,9.30240
 0.00000024200,9.34320
 0.00000024300,9.34320
 0.00000024400,9.38400
